direction,tick,RED60,BLUE60,BLACK60,BLUE60_PG,parity_xor_bits,RED_fingerprint,BLUE_fingerprint,RED_sum_mod9,RED_sum_mod11,BLUE_sum_mod9,BLACK_sum_mod9
CW,22,787745909970796196175257215673323365101130314914935853895437,671454790983347813252170749921439656310127763297858930361189,178538190998752796516730336954932572910112358314594370774156,327365109130316916935857895433783745901970794194175253215677,000001101101101011011011000000000001101101101011011011000000,787745|895437,671454|361189,1,5,1,1
CW,23,877459099707961961752572156733233651011303149149358538954377,714547909833478132521707499214396563101277632978589303611896,785381909987527965167303369549325729101123583145943707741561,273651091303169169358578954337837459019707941941752532156773,000011011011010110110110000000000011011011010110110110000000,877459|954377,714547|611896,1,5,1,1
CW,24,774590997079619617525721567332336510113031491493585389543778,145479098334781325217074992143965631012776329785893036118967,853819099875279651673033695493257291011235831459437077415617,736510913031691693585789543378374590197079419417525321567732,000110110110101101101100000000000110110110101101101100000000,774590|543778,145479|118967,1,5,1,1
CW,25,745909970796196175257215673323365101130314914935853895437787,454790983347813252170749921439656310127763297858930361189671,538190998752796516730336954932572910112358314594370774156178,365109130316916935857895433783745901970794194175253215677327,001101101101011011011000000000001101101101011011011000000000,745909|437787,454790|189671,1,5,1,1
CW,26,459099707961961752572156733233651011303149149358538954377877,547909833478132521707499214396563101277632978589303611896714,381909987527965167303369549325729101123583145943707741561785,651091303169169358578954337837459019707941941752532156773273,011011011010110110110000000000011011011010110110110000000000,459099|377877,547909|896714,1,5,1,1
CW,27,590997079619617525721567332336510113031491493585389543778774,479098334781325217074992143965631012776329785893036118967145,819099875279651673033695493257291011235831459437077415617853,510913031691693585789543378374590197079419417525321567732736,110110110101101101100000000000110110110101101101100000000000,590997|778774,479098|967145,1,5,1,1
CW,28,909970796196175257215673323365101130314914935853895437787745,790983347813252170749921439656310127763297858930361189671454,190998752796516730336954932572910112358314594370774156178538,109130316916935857895433783745901970794194175253215677327365,101101101011011011000000000001101101101011011011000000000001,909970|787745,790983|671454,1,5,1,1
CW,29,099707961961752572156733233651011303149149358538954377877459,909833478132521707499214396563101277632978589303611896714547,909987527965167303369549325729101123583145943707741561785381,091303169169358578954337837459019707941941752532156773273651,011011010110110110000000000011011011010110110110000000000011,099707|877459,909833|714547,1,5,1,1
CW,30,997079619617525721567332336510113031491493585389543778774590,098334781325217074992143965631012776329785893036118967145479,099875279651673033695493257291011235831459437077415617853819,913031691693585789543378374590197079419417525321567732736510,110110101101101100000000000110110110101101101100000000000110,997079|774590,098334|145479,1,5,1,1
CW,31,970796196175257215673323365101130314914935853895437787745909,983347813252170749921439656310127763297858930361189671454790,998752796516730336954932572910112358314594370774156178538190,130316916935857895433783745901970794194175253215677327365109,101101011011011000000000001101101101011011011000000000001101,970796|745909,983347|454790,1,5,1,1
CW,32,707961961752572156733233651011303149149358538954377877459099,833478132521707499214396563101277632978589303611896714547909,987527965167303369549325729101123583145943707741561785381909,303169169358578954337837459019707941941752532156773273651091,011010110110110000000000011011011010110110110000000000011011,707961|459099,833478|547909,1,5,1,1
CW,33,079619617525721567332336510113031491493585389543778774590997,334781325217074992143965631012776329785893036118967145479098,875279651673033695493257291011235831459437077415617853819099,031691693585789543378374590197079419417525321567732736510913,110101101101100000000000110110110101101101100000000000110110,079619|590997,334781|479098,1,5,1,1
CW,34,796196175257215673323365101130314914935853895437787745909970,347813252170749921439656310127763297858930361189671454790983,752796516730336954932572910112358314594370774156178538190998,316916935857895433783745901970794194175253215677327365109130,101011011011000000000001101101101011011011000000000001101101,796196|909970,347813|790983,1,5,1,1
CW,35,961961752572156733233651011303149149358538954377877459099707,478132521707499214396563101277632978589303611896714547909833,527965167303369549325729101123583145943707741561785381909987,169169358578954337837459019707941941752532156773273651091303,010110110110000000000011011011010110110110000000000011011011,961961|099707,478132|909833,1,5,1,1
CW,36,619617525721567332336510113031491493585389543778774590997079,781325217074992143965631012776329785893036118967145479098334,279651673033695493257291011235831459437077415617853819099875,691693585789543378374590197079419417525321567732736510913031,101101101100000000000110110110101101101100000000000110110110,619617|997079,781325|098334,1,5,1,1
CW,37,196175257215673323365101130314914935853895437787745909970796,813252170749921439656310127763297858930361189671454790983347,796516730336954932572910112358314594370774156178538190998752,916935857895433783745901970794194175253215677327365109130316,011011011000000000001101101101011011011000000000001101101101,196175|970796,813252|983347,1,5,1,1
CW,38,961752572156733233651011303149149358538954377877459099707961,132521707499214396563101277632978589303611896714547909833478,965167303369549325729101123583145943707741561785381909987527,169358578954337837459019707941941752532156773273651091303169,110110110000000000011011011010110110110000000000011011011010,961752|707961,132521|833478,1,5,1,1
CW,39,617525721567332336510113031491493585389543778774590997079619,325217074992143965631012776329785893036118967145479098334781,651673033695493257291011235831459437077415617853819099875279,693585789543378374590197079419417525321567732736510913031691,101101100000000000110110110101101101100000000000110110110101,617525|079619,325217|334781,1,5,1,1
CW,40,175257215673323365101130314914935853895437787745909970796196,252170749921439656310127763297858930361189671454790983347813,516730336954932572910112358314594370774156178538190998752796,935857895433783745901970794194175253215677327365109130316916,011011000000000001101101101011011011000000000001101101101011,175257|796196,252170|347813,1,5,1,1
CW,41,752572156733233651011303149149358538954377877459099707961961,521707499214396563101277632978589303611896714547909833478132,167303369549325729101123583145943707741561785381909987527965,358578954337837459019707941941752532156773273651091303169169,110110000000000011011011010110110110000000000011011011010110,752572|961961,521707|478132,1,5,1,1
CW,42,525721567332336510113031491493585389543778774590997079619617,217074992143965631012776329785893036118967145479098334781325,673033695493257291011235831459437077415617853819099875279651,585789543378374590197079419417525321567732736510913031691693,101100000000000110110110101101101100000000000110110110101101,525721|619617,217074|781325,1,5,1,1
CW,43,257215673323365101130314914935853895437787745909970796196175,170749921439656310127763297858930361189671454790983347813252,730336954932572910112358314594370774156178538190998752796516,857895433783745901970794194175253215677327365109130316916935,011000000000001101101101011011011000000000001101101101011011,257215|196175,170749|813252,1,5,1,1
CW,44,572156733233651011303149149358538954377877459099707961961752,707499214396563101277632978589303611896714547909833478132521,303369549325729101123583145943707741561785381909987527965167,578954337837459019707941941752532156773273651091303169169358,110000000000011011011010110110110000000000011011011010110110,572156|961752,707499|132521,1,5,1,1
CW,45,721567332336510113031491493585389543778774590997079619617525,074992143965631012776329785893036118967145479098334781325217,033695493257291011235831459437077415617853819099875279651673,789543378374590197079419417525321567732736510913031691693585,100000000000110110110101101101100000000000110110110101101101,721567|617525,074992|325217,1,5,1,1
CW,46,215673323365101130314914935853895437787745909970796196175257,749921439656310127763297858930361189671454790983347813252170,336954932572910112358314594370774156178538190998752796516730,895433783745901970794194175253215677327365109130316916935857,000000000001101101101011011011000000000001101101101011011011,215673|175257,749921|252170,1,5,1,1
CW,47,156733233651011303149149358538954377877459099707961961752572,499214396563101277632978589303611896714547909833478132521707,369549325729101123583145943707741561785381909987527965167303,954337837459019707941941752532156773273651091303169169358578,000000000011011011010110110110000000000011011011010110110110,156733|752572,499214|521707,1,5,1,1
CW,48,567332336510113031491493585389543778774590997079619617525721,992143965631012776329785893036118967145479098334781325217074,695493257291011235831459437077415617853819099875279651673033,543378374590197079419417525321567732736510913031691693585789,000000000110110110101101101100000000000110110110101101101100,567332|525721,992143|217074,1,5,1,1
CW,49,673323365101130314914935853895437787745909970796196175257215,921439656310127763297858930361189671454790983347813252170749,954932572910112358314594370774156178538190998752796516730336,433783745901970794194175253215677327365109130316916935857895,000000001101101101011011011000000000001101101101011011011000,673323|257215,921439|170749,1,5,1,1
CW,50,733233651011303149149358538954377877459099707961961752572156,214396563101277632978589303611896714547909833478132521707499,549325729101123583145943707741561785381909987527965167303369,337837459019707941941752532156773273651091303169169358578954,000000011011011010110110110000000000011011011010110110110000,733233|572156,214396|707499,1,5,1,1
CW,51,332336510113031491493585389543778774590997079619617525721567,143965631012776329785893036118967145479098334781325217074992,493257291011235831459437077415617853819099875279651673033695,378374590197079419417525321567732736510913031691693585789543,000000110110110101101101100000000000110110110101101101100000,332336|721567,143965|074992,1,5,1,1
CW,52,323365101130314914935853895437787745909970796196175257215673,439656310127763297858930361189671454790983347813252170749921,932572910112358314594370774156178538190998752796516730336954,783745901970794194175253215677327365109130316916935857895433,000001101101101011011011000000000001101101101011011011000000,323365|215673,439656|749921,1,5,1,1
CW,53,233651011303149149358538954377877459099707961961752572156733,396563101277632978589303611896714547909833478132521707499214,325729101123583145943707741561785381909987527965167303369549,837459019707941941752532156773273651091303169169358578954337,000011011011010110110110000000000011011011010110110110000000,233651|156733,396563|499214,1,5,1,1
CW,54,336510113031491493585389543778774590997079619617525721567332,965631012776329785893036118967145479098334781325217074992143,257291011235831459437077415617853819099875279651673033695493,374590197079419417525321567732736510913031691693585789543378,000110110110101101101100000000000110110110101101101100000000,336510|567332,965631|992143,1,5,1,1
CW,55,365101130314914935853895437787745909970796196175257215673323,656310127763297858930361189671454790983347813252170749921439,572910112358314594370774156178538190998752796516730336954932,745901970794194175253215677327365109130316916935857895433783,001101101101011011011000000000001101101101011011011000000000,365101|673323,656310|921439,1,5,1,1
CW,56,651011303149149358538954377877459099707961961752572156733233,563101277632978589303611896714547909833478132521707499214396,729101123583145943707741561785381909987527965167303369549325,459019707941941752532156773273651091303169169358578954337837,011011011010110110110000000000011011011010110110110000000000,651011|733233,563101|214396,1,5,1,1
CW,57,510113031491493585389543778774590997079619617525721567332336,631012776329785893036118967145479098334781325217074992143965,291011235831459437077415617853819099875279651673033695493257,590197079419417525321567732736510913031691693585789543378374,110110110101101101100000000000110110110101101101100000000000,510113|332336,631012|143965,1,5,1,1
CW,58,101130314914935853895437787745909970796196175257215673323365,310127763297858930361189671454790983347813252170749921439656,910112358314594370774156178538190998752796516730336954932572,901970794194175253215677327365109130316916935857895433783745,101101101011011011000000000001101101101011011011000000000001,101130|323365,310127|439656,1,5,1,1
CW,59,011303149149358538954377877459099707961961752572156733233651,101277632978589303611896714547909833478132521707499214396563,101123583145943707741561785381909987527965167303369549325729,019707941941752532156773273651091303169169358578954337837459,011011010110110110000000000011011011010110110110000000000011,011303|233651,101277|396563,1,5,1,1
